host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,year,month
,,f,1,-22.99314959,-43.30206273,House,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",40,$854.00 ,,,1,$0.00 ,3,0,,,,,,,,f,f,flexible,2018,4
within a few hours,100%,f,1,-22.96743751,-43.18454146,Guest suite,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hot water"",""Host greets you""}",0,$359.00 ,$500.00 ,$200.00 ,1,$0.00 ,3,10,93,9,10,10,9,10,9,f,f,flexible,2018,4
,,f,1,-22.91988929,-43.18810215,House,Private room,3,1,1,2,Real Bed,"{Internet,Wifi,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",,$161.00 ,,,2,$110.00 ,2,10,98,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,t,6,-22.98578316,-43.18970679,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}",,$499.00 ,,$259.00 ,6,$199.00 ,2,64,97,10,9,10,10,10,10,f,f,strict,2018,4
,,f,1,-22.94316135,-43.19089595,Apartment,Private room,1,1,0,1,Real Bed,"{Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Laptop friendly workspace""}",915,$72.00 ,,$31.00 ,1,$20.00 ,1,0,,,,,,,,f,f,flexible,2018,4
,,f,1,-22.97113499,-43.18415163,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",0,$171.00 ,,,1,$0.00 ,2,19,96,10,10,10,10,10,9,f,f,moderate,2018,4
within an hour,100%,f,1,-22.9819237,-43.19417031,Apartment,Entire home/apt,12,3,3,9,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",1400,$171.00 ,"$1,700.00 ",$370.00 ,2,$50.00 ,2,42,94,10,10,10,10,10,9,t,f,strict,2018,4
,,f,2,-22.96507332,-43.17458867,Apartment,Private room,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""24-hour check-in"",Hangers,Iron,""Private entrance""}",,$151.00 ,,$150.00 ,1,$0.00 ,3,22,86,8,9,9,9,9,8,t,f,flexible,2018,4
within a day,100%,f,60,-22.98322363,-43.19993407,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",1453,"$1,349.00 ","$1,708.00 ",$171.00 ,1,$0.00 ,3,1,100,,,,,,,f,f,strict,2018,4
within a day,100%,f,60,-22.98308567,-43.2244742,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",,$666.00 ,"$1,708.00 ",$154.00 ,1,$0.00 ,7,1,94,10,10,10,8,10,8,f,f,strict,2018,4
a few days or more,0%,f,1,-22.92201581,-43.18140286,Apartment,Entire home/apt,2,,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,Washer,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",,$205.00 ,,$171.00 ,1,$0.00 ,1,2,80,10,8,10,10,10,9,f,f,flexible,2018,4
within a few hours,100%,t,4,-23.01078895,-43.29421629,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s)}",0,$99.00 ,$316.00 ,$0.00 ,1,$0.00 ,2,0,,,,,,,,f,f,strict,2018,4
,,f,1,-22.95237263,-43.17937222,Apartment,Private room,2,3,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Beach essentials"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",,$150.00 ,,$80.00 ,2,$0.00 ,2,34,99,10,9,10,10,9,10,f,f,moderate,2018,4
within a day,100%,f,1,-22.94710393,-43.18387849,Apartment,Entire home/apt,6,1,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Fire extinguisher"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$99.00 ,$0.00 ,$100.00 ,1,$25.00 ,2,5,92,10,10,10,10,9,10,f,f,strict,2018,4
within an hour,99%,f,21,-23.01669985,-43.45291598,Apartment,Entire home/apt,10,2.5,3,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""High chair"",""Stair gates"",""Window guards"",Crib,""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you""}",0,$250.00 ,$500.00 ,$195.00 ,6,$29.00 ,3,11,91,9,9,9,9,9,9,f,f,strict,2018,4
within an hour,100%,t,4,-22.98273872,-43.19556816,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}",0,$157.00 ,,$145.00 ,1,$0.00 ,3,213,98,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,t,2,-22.96708933,-43.18019732,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}",323,$219.00 ,$345.00 ,$156.00 ,2,$0.00 ,3,140,94,10,9,10,10,10,9,t,f,strict,2018,4
,,f,1,-22.96693504,-43.18869287,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly""}",377,$700.00 ,"$3,800.00 ",,1,$150.00 ,10,0,,,,,,,,f,f,strict,2018,4
,,f,1,-22.98127818,-43.20027933,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Iron,""Laptop friendly workspace""}",753,$376.00 ,"$3,007.00 ",$351.00 ,1,$0.00 ,5,0,,,,,,,,f,f,strict,2018,4
within an hour,100%,t,7,-22.98381504,-43.19716855,Apartment,Entire home/apt,6,1.5,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}",,$331.00 ,"$1,000.00 ",$180.00 ,4,$25.00 ,4,33,93,9,9,10,10,10,9,f,f,strict,2018,4
a few days or more,0%,f,12,-22.97750371,-43.19235272,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}",,$99.00 ,$0.00 ,$60.00 ,1,$60.00 ,3,1,100,8,10,10,10,10,10,f,f,strict,2018,4
,,f,1,-22.93032486,-43.18028057,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$199.00 ,$800.00 ,$100.00 ,1,$0.00 ,3,10,96,9,10,10,10,9,9,f,f,strict,2018,4
within an hour,90%,f,55,-22.98392703,-43.20171487,Apartment,Entire home/apt,2,,1,,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen}",,$205.00 ,,,1,$0.00 ,1,8,75,8,8,8,9,10,8,f,f,strict,2018,4
a few days or more,0%,f,12,-22.97761231,-43.1911642,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}",,$150.00 ,,,1,$60.00 ,3,6,93,9,9,9,9,9,9,f,f,strict,2018,4
within an hour,100%,t,6,-22.98555094,-43.199688,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",,$223.00 ,$0.00 ,$103.00 ,2,$34.00 ,4,127,98,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,t,6,-22.98335334,-43.20961154,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",0,$246.00 ,,$137.00 ,1,$0.00 ,4,134,97,10,10,10,10,10,10,t,f,strict,2018,4
,,f,1,-22.97365615,-43.22819561,House,Entire home/apt,8,3.5,1,4,Real Bed,{},,"$3,415.00 ","$6,830.00 ",,1,$0.00 ,3,0,,,,,,,,f,f,moderate,2018,4
within an hour,100%,t,6,-22.98028611,-43.20003334,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",0,$188.00 ,,$102.00 ,1,$0.00 ,4,119,97,10,10,10,10,10,10,t,f,strict,2018,4
within a few hours,100%,t,5,-22.98456327,-43.20497339,House,Private room,1,1.5,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Garden or backyard"",""Host greets you"",""Paid parking on premises""}",,$99.00 ,,$80.00 ,1,$0.00 ,2,18,97,10,10,10,10,10,9,f,f,strict,2018,4
,,f,2,-22.95638886,-43.19370925,Apartment,Entire home/apt,6,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Iron}",,$400.00 ,,$120.00 ,1,$0.00 ,5,0,,,,,,,,f,f,moderate,2018,4
,,f,1,-22.98542031,-43.1905062,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",,$301.00 ,$500.00 ,$80.00 ,4,$0.00 ,3,8,93,10,9,10,10,10,9,f,f,strict,2018,4
,,f,2,-22.97694629,-43.19085883,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}",,$222.00 ,,$512.00 ,1,$171.00 ,5,0,,,,,,,,f,f,flexible,2018,4
within an hour,100%,f,22,-22.91308871,-43.18164995,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron,""Self check-in"",Lockbox}",,$92.00 ,$329.00 ,$80.00 ,2,$30.00 ,2,34,98,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,f,4,-22.9063227,-43.19309689,Apartment,Shared room,2,0.5,1,1,Pull-out Sofa,"{Wifi,Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials}",,$201.00 ,,,1,$80.00 ,2,18,79,7,7,8,9,8,8,f,f,strict,2018,4
within an hour,100%,t,2,-22.99743275,-43.23927315,House,Entire home/apt,11,3,5,9,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$249.00 ,$700.00 ,$150.00 ,4,$65.00 ,2,73,96,10,10,10,10,9,10,t,f,strict,2018,4
,,f,3,-22.98481203,-43.1915368,Apartment,Private room,2,2,1,5,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",,$301.00 ,,,1,$70.00 ,1,6,85,9,9,10,9,10,9,f,f,strict,2018,4
within a few hours,90%,f,3,-22.98314133,-43.2108475,Apartment,Private room,2,1,1,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",Cat(s),Elevator,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",,$130.00 ,$0.00 ,$50.00 ,1,$120.00 ,2,35,83,8,9,10,10,10,9,f,f,strict,2018,4
within a day,70%,f,1,-22.98516263,-43.19089398,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$130.00 ,$306.00 ,$98.00 ,1,$0.00 ,1,195,88,9,9,9,9,10,9,f,f,strict,2018,4
,,f,2,-22.99283947,-43.23285118,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hot water"",""Bed linens""}",1076,$905.00 ,"$1,708.00 ",$205.00 ,4,$171.00 ,3,0,,,,,,,,f,f,strict,2018,4
,,f,2,-22.96569154,-43.18685675,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials}",100,$837.00 ,"$1,708.00 ",$205.00 ,4,$171.00 ,3,0,,,,,,,,f,f,flexible,2018,4
,,f,2,-22.96368269,-43.1749952,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",,$171.00 ,,$150.00 ,1,$0.00 ,3,4,50,4,5,8,7,10,6,t,f,flexible,2018,4
within a day,100%,f,2,-22.93752865,-43.19051247,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}",,$201.00 ,$854.00 ,$154.00 ,2,$102.00 ,4,1,94,10,8,10,10,10,8,f,f,strict,2018,4
within a few hours,100%,f,1,-22.9705853,-43.18508398,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$150.00 ,$600.00 ,$120.00 ,4,$0.00 ,2,62,95,10,9,10,10,10,9,f,f,flexible,2018,4
a few days or more,0%,f,4,-22.91613137,-43.17840645,Apartment,Shared room,3,1,1,3,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer}",,$109.00 ,,,1,$130.00 ,2,4,100,10,10,10,10,9,10,f,f,strict,2018,4
,,f,1,-22.92515799,-43.17857867,Apartment,Entire home/apt,3,1,1,1,Airbed,"{TV,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}",,$130.00 ,"$1,000.00 ",$100.00 ,2,$0.00 ,7,1,100,10,10,10,10,10,10,f,f,strict,2018,4
within a day,60%,f,1,-22.96336791,-43.21945791,Loft,Entire home/apt,6,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$799.00 ,,,1,$0.00 ,5,4,100,10,10,10,10,10,9,f,f,moderate,2018,4
,,f,1,-22.96781573,-43.18001154,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,$499.00 ,$500.00 ,$180.00 ,1,$0.00 ,3,3,90,8,10,10,10,10,9,f,f,moderate,2018,4
within a day,50%,f,1,-22.99955466,-43.34050202,House,Entire home/apt,12,8,6,14,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""Laptop friendly workspace""}",,"$4,500.00 ","$10,000.00 ",$500.00 ,1,$0.00 ,7,0,,,,,,,,f,f,strict,2018,4
within a day,67%,f,3,-22.97016948,-43.18785188,Loft,Entire home/apt,4,,1,1,Real Bed,"{TV,Wifi,Kitchen,Essentials,""Self check-in"",""Front desk/doorperson"",""Hot water""}",,$191.00 ,,,1,$0.00 ,4,4,80,9,10,9,9,10,8,f,f,flexible,2018,4
,,f,4,-22.9469773,-43.16221345,Bed and breakfast,Shared room,16,3,1,16,Airbed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer}",,$109.00 ,,,1,$0.00 ,4,1,97,10,10,10,10,8,10,f,f,flexible,2018,4
within a day,67%,f,1,-22.98357548,-43.19522989,Apartment,Private room,1,2,1,1,Real Bed,"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials}",,$109.00 ,$350.00 ,$0.00 ,1,$0.00 ,3,1,100,10,10,10,10,10,10,f,f,strict,2018,4
within a few hours,75%,f,4,-22.9111302,-43.18704186,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$110.00 ,$500.00 ,$120.00 ,1,$50.00 ,3,5,92,10,9,10,10,9,9,f,f,strict,2018,4
within a day,100%,f,1,-22.96585357,-43.29074658,Treehouse,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer}",,$512.00 ,"$1,537.00 ",$137.00 ,1,$0.00 ,1,0,,,,,,,,t,f,strict,2018,4
within an hour,100%,f,21,-22.98249023,-43.19855457,Guest suite,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Paid parking on premises""}",,$130.00 ,$0.00 ,$100.00 ,2,$0.00 ,2,10,94,9,9,10,10,9,9,t,f,strict,2018,4
